path,genre_id,style_id
Baroque/jan-steen_sick-old-man-1660.jpg,2,4
Realism/james-tissot_the-cup-found.jpg,7,21
Romanticism/viktor-vasnetsov_portrait-of-v-mamontova-1884.jpg,6,23
Post_Impressionism/vincent-van-gogh_sketch-of-the-painting-the-potato-eaters-1890.jpg,8,20
Symbolism/gustave-moreau_the-poet-and-the-saint-1868.jpg,7,24
Realism/vincent-van-gogh_watermill-at-gennep-1884.jpg,4,21
Expressionism/constantin-flondor_lutheran-church-1954.jpg,1,9
Art_Nouveau_Modern/sergey-solomko_persian-woman-twisting-a-carpet.jpg,2,3
Rococo/thomas-gainsborough_study-of-willows.jpg,8,22
Baroque/jan-siberechts_a-view-of-longleat-1675.jpg,1,4
Color_Field_Painting/leon-berkowitz_untitled-1977.jpg,0,5
Realism/gustave-courbet_the-winnowers-1855(1).jpg,2,21
Realism/ivan-kramskoy_portrait-of-sofia-nikolaevna-kramskoy-in-hat-1863.jpg,6,21
Rococo/dmitry-levitzky_portrait-of-alexander-kokorinov-director-and-first-rector-of-the-academy-of-arts-in-st-1769.jpg,6,22
High_Renaissance/andrea-del-sarto_the-healing-of-the-possessed-woman.jpg,7,11
Realism/aleksey-savrasov_forest-1877.jpg,4,21
Realism/thomas-eakins_portrait-of-henry-ossawa-tanner-1897.jpg,6,21
Impressionism/eugene-boudin_fervaques-a-village-street-1881.jpg,1,12
Color_Field_Painting/helen-frankenthaler_new-york-iii-1972.jpg,0,5
Northern_Renaissance/hans-memling_the-departure-of-saint-ursula-from-basle-panel-from-the-reliquary-of-st-ursula-1489.jpg,7,17
Rococo/pietro-longhi_the-tailor.jpg,2,22
Realism/n.c.-wyeth_painting-of-native-american.jpg,3,21
Impressionism/mary-cassatt_the-pensive-reader.jpg,2,12
Symbolism/nicholas-roerich_order-of-the-buddha-all-conquering-1926.jpg,8,24
Symbolism/nicholas-roerich_rostov-veliky-kremlin-1922.jpg,1,24
Expressionism/zinaida-serebriakova_a-nun-of-cassis-1928.jpg,6,9
Realism/isaac-levitan_a-river-1888.jpg,4,21
Romanticism/thomas-moran_first-sketch-made-in-the-west-at-green-river-wyoming-1871.jpg,8,23
Realism/nicholas-roerich_part-of-izvara-lake-1893.jpg,4,21
Impressionism/claude-monet_haystacks-overcast-day.jpg,4,12
Realism/ilya-repin_putting-a-propagandist-under-arrest-2-1879.jpg,8,21
Baroque/willem-kalf_still-life-with-porcelain-and-a-nautilus-cup-1660.jpg,9,4
Romanticism/francesco-hayez_family-portrait-1807.jpg,6,23
Baroque/claude-lorrain_view-of-tivoli.jpg,4,4
Impressionism/mary-cassatt_the-child-s-caress.jpg,2,12
Impressionism/willard-metcalf_buds-and-blossoms.jpg,4,12
Expressionism/edvard-munch_by-the-window-1940.jpg,6,9
Expressionism/clyfford-still_1938-n-no-1-1938.jpg,0,9
Ukiyo_e/kitagawa-utamaro_the-hour-of-the-horse-1.jpg,2,26
Expressionism/august-macke_untitled.jpg,9,9
Color_Field_Painting/charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969.jpg,0,5
Romanticism/rudolf-von-alt_hoher-dachstein-from-lower-gosau-1838.jpg,4,23
Expressionism/emil-nolde_the-enthusiast.jpg,2,9
Impressionism/pierre-auguste-renoir_girl-with-a-dog.jpg,6,12
High_Renaissance/raphael_colonna-madonna.jpg,7,11
Art_Nouveau_Modern/nicholas-roerich_zmievna-1906.jpg,7,3
Realism/camille-corot_landscape.jpg,4,21
Northern_Renaissance/hans-holbein-the-younger_madonna-of-the-burgermeister-meyer.jpg,7,17
Art_Nouveau_Modern/felix-vallotton_night-1897.jpg,1,3
Post_Impressionism/gustave-loiseau_near-the-seine.jpg,1,20
Impressionism/edgar-degas_two-dancers-in-the-foyer.jpg,2,12
Cubism/juan-gris_clown.jpg,6,7
Cubism/marevna-(marie-vorobieff)_portrait-of-henri-matisse-1956.jpg,6,7
Mannerism_Late_Renaissance/paolo-veronese_st-nicholas-named-bishop-of-myra-1582.jpg,7,13
Expressionism/george-mavroides_ydra-1.jpg,4,9
Romanticism/jan-matejko_gryfino-and-leszek.jpg,2,23
Expressionism/francis-picabia_not_detected_236830.jpg,4,9
Expressionism/pablo-picasso_two-friends-1904.jpg,5,9
Post_Impressionism/lovis-corinth_flora-1923.jpg,6,20
Impressionism/gustave-caillebotte_peaches-nectarines-and-apricots.jpg,9,12
Romanticism/john-atkinson-grimshaw_the-heron-s-haunt.jpg,4,23
Impressionism/constantin-artachino_dobrujan-landscape.jpg,4,12
Art_Nouveau_Modern/boris-kustodiev_square-in-krutogorsk-1915.jpg,1,3
Post_Impressionism/henri-matisse_draped-nude.jpg,5,20
Expressionism/lucian-freud_night-portrait.jpg,5,9
Fauvism/constantin-artachino_oriental-bourg.jpg,1,10
Impressionism/henry-herbert-la-thangue_nightfall-the-gleaners-1895.jpg,2,12
Realism/fyodor-bronnikov_portrait-of-the-artist-s-mother-1871.jpg,6,21
Realism/john-singer-sargent_mrs-elliott-fitch-shepard-also-known-as-margaret-louise-vanderbilt-1888.jpg,6,21
Expressionism/paula-modersohn-becker_landscape-with-birch-trunks.jpg,4,9
Art_Nouveau_Modern/boris-kustodiev_gostiny-dvor-in-a-merchant-shout-1916.jpg,2,3
Realism/vincent-van-gogh_head-of-an-old-peasant-woman-with-white-cap-1884-1.jpg,6,21
Impressionism/boris-kustodiev_on-the-terrace-1906.jpg,2,12
Impressionism/william-merritt-chase_the-fairy-tale.jpg,2,12
Romanticism/caspar-david-friedrich_boy-sleeping-on-a-grave.jpg,2,23
Romanticism/miklos-barabas_portrait-of-emil-desseweffy-1866.jpg,6,23
Expressionism/jose-gutierrez-solana_trail-traperos.jpg,2,9
Expressionism/frank-auerbach_albero-di-fronte.jpg,1,9
Realism/arkhip-kuindzhi_the-north-1879.jpg,4,21
Realism/fyodor-vasilyev_the-thaw.jpg,4,21
Impressionism/pierre-auguste-renoir_pensive.jpg,6,12
Art_Nouveau_Modern/aubrey-beardsley_the-wagnerites.jpg,3,3
Color_Field_Painting/frederick-hammersley_middle-east-1964.jpg,0,5
Baroque/rembrandt_portrait-of-haesje-van-cleyburgh-1634.jpg,6,4
Impressionism/willard-metcalf_the-picnic.jpg,4,12
Northern_Renaissance/jean-hey_the-annunciation.jpg,7,17
Post_Impressionism/pyotr-konchalovsky_novgorod-st-george-s-monastery-1925.jpg,1,20
Expressionism/m.c.-escher_portrait-of-a-man.jpg,6,9
Romanticism/orest-kiprensky_portrait-of-feodor-rostopchin-1822.jpg,6,23
Baroque/bartolome-esteban-murillo_the-good-shepherd-child.jpg,8,4
Romanticism/william-shayer_herders-resting-at-lunch.jpg,2,23
Post_Impressionism/pyotr-konchalovsky_at-the-ilmen-lake-1928.jpg,2,20
Romanticism/christen-kobke_the-garden-steps-leading-to-the-artist-s-studio-on-blegdammen-1845.jpg,4,23
Baroque/jacob-isaakszoon-van-ruisdael_sunrise-in-a-wood.jpg,4,4
Expressionism/tsuguharu-foujita_male-portrait.jpg,6,9
Cubism/pyotr-konchalovsky_still-life-table-with-the-dishes-1919.jpg,9,7
Realism/vincent-van-gogh_farmhouses-among-trees-1883(1).jpg,4,21
Rococo/george-morland_herdsman-with-cattle-crossing-bridge.jpg,2,22
Realism/konstantin-makovsky_cairo.jpg,1,21
Realism/vincent-van-gogh_peasant-woman-portrait-of-gordina-de-groot-1885-1.jpg,6,21
Art_Nouveau_Modern/felix-vallotton_portrait-of-french-writer-and-poet-adolphe-rett-1898.jpg,6,3
Impressionism/john-singer-sargent_the-fountain-villa-torlonia-frascati-italy-1907.jpg,2,12
Rococo/allan-ramsay_portrait-of-sir-john-hynde-cotton-3rd-bt.jpg,6,22
New_Realism/edward-hopper_eleven-a-m.jpg,5,16
Cubism/eduardo-viana_k4-quadrado-azul-1916.jpg,9,7
Early_Renaissance/sandro-botticelli_madonna-of-the-book(1).jpg,7,8
Ukiyo_e/keisai-eisen_okitsu-no-18-from-an-untitled-series-of-the-fifty-three-stations-of-the-t-kaid-road-1830(1).jpg,6,26
Expressionism/tsuguharu-foujita_les-divertissements-d-eros.jpg,3,9
Abstract_Expressionism/helen-frankenthaler_moving-day-1961.jpg,0,0
Symbolism/mikhail-vrubel_walking-on-water-1891.jpg,7,24
Post_Impressionism/le-pho_chrysanthemums-and-sunflowers.jpg,9,20
Expressionism/hans-hofmann_st-tropez-1928.jpg,1,9
Symbolism/nicholas-roerich_himalayas-56.jpg,4,24
Northern_Renaissance/albrecht-durer_sitting-mary-with-child.jpg,8,17
New_Realism/william-james-glackens_under-the-trees.jpg,2,16
Realism/boris-kustodiev_portrait-of-yuri-korvin-krukovsky-1926-1.jpg,6,21
Art_Nouveau_Modern/kay-nielsen_in-powder-and-crinoline-1912.jpg,3,3
Naive_Art_Primitivism/marc-chagall_jacob-having-recognized-the-tunic-of-joseph-that-his-son-reported-to-him-tinged-with-blood.jpg,7,15
Early_Renaissance/carlo-crivelli_saint-george-and-the-dragon-1490.jpg,7,8
Realism/ilya-repin_not-expected-1898.jpg,2,21
Art_Nouveau_Modern/carl-larsson_summer-morning-published-in-lasst-licht-hinin-let-in-more-light-1908(1).jpg,2,3
Impressionism/alfred-sisley_path-near-the-parc-de-courances-1868.jpg,4,12
Realism/ivan-kramskoy_portrait-of-sculptor-mark-matveevitch-antokolsky-1876.jpg,6,21
Baroque/jacques-stella_sainte-anne-leading-the-virgin-in-the-temple-1640.jpg,7,4
Art_Nouveau_Modern/egon-schiele_vorstadt-1914.jpg,1,3
Impressionism/john-henry-twachtman_winter.jpg,4,12
Early_Renaissance/pisanello_apes-1430.jpg,8,8
Symbolism/franz-stuck_susanna-and-the-elders-1904.jpg,7,24
Expressionism/amedeo-modigliani_portrait-of-george-ortiz-1917.jpg,6,9
Baroque/rembrandt_old-man-sleeping-1629.jpg,6,4
Expressionism/lucian-freud_the-painter-s-mother-1984-1.jpg,6,9
Impressionism/paul-signac_saint-paul-de-vence.jpg,4,12
Romanticism/vasily-tropinin_portrait-of-k-g-ravich-1823.jpg,6,23
Realism/pavel-fedotov_portrait-of-nadezhda-p-zhdanovich-at-the-piano-1849.jpg,6,21
Impressionism/camille-pissarro_gizors-new-section.jpg,4,12
Mannerism_Late_Renaissance/paolo-veronese_portrait-of-a-gentlemen.jpg,6,13
Realism/klavdy-lebedev_night-of-ivan-kupala.jpg,2,21
Symbolism/fernand-khnopff_tude-de-femme-1891.jpg,8,24
Realism/jean-francois-millet_landscape-vichy-1866-1.jpg,8,21
Art_Nouveau_Modern/raphael-kirchner_impassive-mask.jpg,2,3
Impressionism/pierre-auguste-renoir_portrait-of-pierre-renoir-in-a-sailor-suit-1890-1.jpg,6,12
Symbolism/akseli-gallen-kallela_study-1889.jpg,8,24
Northern_Renaissance/jan-van-eyck_the-last-judgment-detail-1426.jpg,7,17
Romanticism/gustave-dore_abdiel-and-satan.jpg,3,23
Ukiyo_e/kitagawa-utamaro_courtesan-writing-a-letter.jpg,6,26
Color_Field_Painting/helen-frankenthaler_living-edge-1973.jpg,0,5
Expressionism/martiros-saryan_portrait-of-dmitri-shostakovich-1963.jpg,6,9
Post_Impressionism/constantin-piliuta_ballerinas.jpg,2,20
Symbolism/viktor-vasnetsov_m-i-ryazantseva-1901.jpg,6,24
Cubism/olexandr-archipenko_seated-nude-1920.jpg,5,7
Realism/boris-kustodiev_portrait-of-f-k-sologub-1907.jpg,6,21
Impressionism/nicolae-darascu_vase-with-petunias.jpg,9,12
Rococo/jean-marc-nattier_mademoiselle-de-clermont-as-a-sultana-1733.jpg,6,22
Realism/isaac-levitan_gray-day-1.jpg,4,21
Baroque/frans-snyders_a-banquet-piece.jpg,9,4
Post_Impressionism/maurice-prendergast_the-promenade.jpg,2,20
Abstract_Expressionism/joan-miro_bird-s-flight-in-moonlight.jpg,0,0
Realism/giovanni-boldini_portrait-of-alfred-beit-1906.jpg,6,21
Post_Impressionism/gustave-loiseau_by-the-loing-river.jpg,4,20
Realism/james-tissot_the-princesse-de-broglie.jpg,6,21
Art_Nouveau_Modern/jacek-malczewski_portrait.jpg,6,3
Realism/fyodor-vasilyev_evening-1871.jpg,4,21
Post_Impressionism/istvan-nagy_drinking-girl.jpg,6,20
Art_Nouveau_Modern/edmund-dulac_princess-orchid-s-party-illustration-to-fairies-i-have-met.jpg,3,3
Minimalism/enrico-castellani_similmente.jpg,0,14
Post_Impressionism/alekos-kontopoulos_le-canal-bethune-1939.jpg,4,20
Ukiyo_e/tsukioka-yoshitoshi_not_detected_242420.jpg,6,26
Baroque/rembrandt_a-landscape-of-irregular-form-1652.jpg,4,4
Minimalism/richard-serra_pittsburgh-1985.jpg,0,14
Realism/john-singer-sargent_portrait-of-frances-mary-vickers.jpg,6,21
Impressionism/edgar-degas_at-the-races.jpg,2,12
Symbolism/nicholas-roerich_sacred-himalayas-1933-2.jpg,4,24
Expressionism/jose-gutierrez-solana_birds.jpg,2,9
Impressionism/eugene-boudin_the-harbor-at-deauville-1896.jpg,4,12
Post_Impressionism/janos-tornyai_clouding-over-the-great-hungarian-plain.jpg,4,20
Expressionism/george-bouzianis_portrait-of-a-man.jpg,6,9
Action_painting/franz-kline_untitled-1957.jpg,0,1
Contemporary_Realism/john-miller_estuary.jpg,4,6
Baroque/pieter-de-hooch_mother-at-the-cradle.jpg,2,4
High_Renaissance/pietro-perugino_pala-di-sant-agostino-arcangel-gabriel-1523.jpg,7,11
Impressionism/oleksandr-bogomazov_a-bridge-1908.jpg,1,12
Realism/camille-corot_the-artist-s-studio-1.jpg,2,21
Expressionism/kathe-kollwitz_not_detected_235972.jpg,2,9
Minimalism/robert-ryman_wing.jpg,0,14
Expressionism/bui-xuan-phai_hanoi-street-nd.jpg,1,9
Art_Nouveau_Modern/jacek-malczewski_portrait-of-stanislaw-bryniarski-1.jpg,6,3
Color_Field_Painting/anne-appleby_crocus-2012.jpg,0,5
Early_Renaissance/piero-della-francesca_the-flagellation-of-christ-detail(1).jpg,7,8
Realism/arkhip-kuindzhi_pine-1878.jpg,4,21
Impressionism/federico-zandomeneghi_the-tea-1893.jpg,2,12
Northern_Renaissance/jan-van-eyck_copy-drawing-of-madonna-by-the-fountain.jpg,8,17
Impressionism/ilya-mashkov_square-in-the-village-mikhailovskaya-1933.jpg,4,12
Symbolism/nicholas-roerich_study-to-krishna-1933.jpg,8,24
Ukiyo_e/katsushika-hokusai_street-scenes-newly-pubished-7.jpg,2,26
Post_Impressionism/paul-gauguin_lane-at-alchamps-arles-1888.jpg,4,20
Fauvism/william-h.-johnson_seated-woman-in-pink-blouse-1939(1).jpg,6,10
Romanticism/arnold-bã¶cklin_fir-trees-at-sunset.jpg,4,23
High_Renaissance/pinturicchio_portrait-of-a-boy-1500.jpg,6,11
Pointillism/georges-seurat_the-bec-du-hoc-grandcamp-1885.jpg,4,18
High_Renaissance/titian_portrait-of-benedetto-varchi-1540.jpg,6,11
Abstract_Expressionism/john-ferren_greenock-1958.jpg,0,0
High_Renaissance/pietro-perugino_potrait-of-don-baldassarre.jpg,6,11
Realism/henry-herbert-la-thangue_gathering-plums-1901.jpg,2,21
Post_Impressionism/istvan-ilosvai-varga_nagyb-nya-1929.jpg,1,20
Impressionism/pierre-auguste-renoir_landscape-with-snow.jpg,4,12
Northern_Renaissance/albrecht-durer_the-port-of-antwerp-during-scheldetor-1520.jpg,8,17
Abstract_Expressionism/jack-bush_summer-no-3-1956.jpg,0,0
Realism/jehan-georges-vibert_the-convent-choir-1865.jpg,2,21
Baroque/rembrandt_lady-with-a-lap-dog.jpg,6,4
Realism/valentin-serov_portrait-of-adelaida-simonovich-1889.jpg,6,21
Realism/mihaly-munkacsy_the-sacrifice-of-flowers-1896.jpg,5,21
Impressionism/mary-cassatt_portrait-of-mrs-william-harrison.jpg,6,12
Symbolism/nicholas-roerich_vyas-kund-1932.jpg,4,24
Realism/gustave-courbet_the-source.jpg,5,21
Romanticism/gustave-dore_bluebeard-1862.jpg,3,23
Impressionism/edgar-degas_mademoiselle-malo-1877.jpg,6,12
Action_painting/jackson-pollock_composition-white-black-blue-and-red-on-white-1948.jpg,0,1
Realism/julius-leblanc-stewart_the-ball(1).jpg,2,21
Baroque/guido-reni_holy-family-1642.jpg,7,4
Rococo/joshua-reynolds_lady-anne-bingham-1786.jpg,6,22
Romanticism/ivan-aivazovsky_sea-view-1867.jpg,4,23
Impressionism/john-singer-sargent_villa-de-marlia-a-fountain-1910.jpg,4,12
Color_Field_Painting/morris-louis_gamma-omicron-1960.jpg,0,5
Minimalism/genevieve-asse_atlantique-verticale-rouge-1992.jpg,0,14
Post_Impressionism/gustave-loiseau_flood-near-nantes-1909.jpg,4,20
Post_Impressionism/vincent-van-gogh_portrait-of-a-man-with-a-skull-cap.jpg,6,20
Romanticism/konstantin-makovsky_head-portrait-of-y-makovskaya.jpg,5,23
Expressionism/oskar-kokoschka_not_detected_235856.jpg,6,9
Romanticism/george-frederick-watts_petraia(1).jpg,4,23
Baroque/adriaen-brouwer_scene-at-the-inn.jpg,2,4
Naive_Art_Primitivism/raoul-dufy_indian-woman-1928.jpg,5,15
Symbolism/james-tissot_the-egyptians-admire-sarai-s-beauty.jpg,7,24
Synthetic_Cubism/juan-gris_glasses-newspaper-and-bottle-of-wine.jpg,9,25
Post_Impressionism/vincent-van-gogh_peasants-lifting-potatoes-1890.jpg,2,20
Expressionism/ernst-ludwig-kirchner_czardas-dancers-1920.jpg,2,9
Art_Nouveau_Modern/nicholas-roerich_study-to-overseas-guests.jpg,8,3
Impressionism/john-henry-twachtman_winter-in-cincinnati.jpg,4,12
Minimalism/mario-schifano_segnaletico-n-2-1961.jpg,0,14
Mannerism_Late_Renaissance/lavinia-fontana_assumption-of-the-virgin-with-saints-peter-chrysologus-and-cassian-1584.jpg,7,13
Impressionism/robert-julian-onderdonk_morning-in-the-hills-southwest-texas.jpg,4,12
Abstract_Expressionism/richard-pousette-dart_cascella-ii-1952.jpg,0,0
Impressionism/mary-cassatt_the-bath.jpg,2,12
Symbolism/nicholas-roerich_caucasus-arc-mountain-1913.jpg,4,24
Realism/ivan-kramskoy_portrait-of-the-painter-ivan-shishkin-1880.jpg,6,21
Romanticism/george-frederick-watts_jane-senior-1858(1).jpg,6,23
Cubism/hans-hofmann_the-window-1950.jpg,0,7
Post_Impressionism/gustave-loiseau_landscape-in-a-valley-1898.jpg,4,20
Post_Impressionism/constantin-piliuta_ballet-dancers.jpg,2,20
Realism/m.c.-escher_morano-calabria.jpg,4,21
Naive_Art_Primitivism/david-burliuk_homeward-bound-in-a-horse-drawn-carriage(1).jpg,2,15
Romanticism/louis-janmot_po-me-de-l-me-9-le-grain-de-bl.jpg,3,23
Symbolism/nicholas-roerich_himalayas-53.jpg,4,24
Romanticism/arthur-hughes_aurora-leigh-s-dismissal-of-romney-the-tryst.jpg,3,23
Mannerism_Late_Renaissance/parmigianino_portrait-of-a-young-man.jpg,6,13
Realism/camille-corot_clump-of-trees-at-civita-castellana-1826.jpg,8,21
Northern_Renaissance/pieter-bruegel-the-elder_two-chained-monkeys-1562.jpg,2,17
Expressionism/salvador-dali_domestic-scen.jpg,2,9
Romanticism/konstantin-makovsky_portrait-of-princess-e-sheremetiyeva.jpg,6,23
Romanticism/george-frederick-watts_charles-booth(1).jpg,6,23
Impressionism/pierre-auguste-renoir_bathers-1892.jpg,2,12
Cubism/amadeo-de-souza-cardoso_parto-da-viola-bom-m-nage-1916.jpg,9,7
Realism/aleksey-savrasov_ukrainian-landscape.jpg,4,21
Mannerism_Late_Renaissance/el-greco_adoration-of-the-shepherds-2.jpg,7,13
Post_Impressionism/pyotr-konchalovsky_still-life-oranges-and-crumpled-paper-1946.jpg,9,20
Impressionism/joaquã­n-sorolla_andalusia-the-round-up-1914.jpg,2,12
Abstract_Expressionism/paul-jenkins_not_detected_235727.jpg,0,0
Abstract_Expressionism/kenzo-okada_solstice-1954.jpg,0,0
Early_Renaissance/piero-della-francesca_head-of-an-angel(1).jpg,7,8
Impressionism/pieter-wenning_still-life-with-hibiscus-and-fuchsias.jpg,9,12
Realism/vasily-polenov_fountain-of-the-virgin-mary-in-nazareth-1882.jpg,2,21
Impressionism/gustave-caillebotte_woman-seated-beneath-a-tree.jpg,4,12
Romanticism/orest-kiprensky_portrait-of-the-abbot-skarpellini-1821.jpg,6,23
Baroque/guido-reni_david-and-goliath-1610.jpg,7,4
Impressionism/eugene-boudin_lighthouse-at-honfleur.jpg,4,12
Art_Nouveau_Modern/franklin-carmichael_cranberry-lake-1938.jpg,4,3
Abstract_Expressionism/henri-matisse_the-lagoon-1947.jpg,3,0
Color_Field_Painting/michel-carrade_unknown-title-15.jpg,0,5
Early_Renaissance/piero-della-francesca_constantine-s-victory-over-maxentius-detail(1).jpg,7,8
Cubism/juan-gris_seated-harlequin-1923.jpg,6,7
Art_Nouveau_Modern/jacek-malczewski_portrait-of-the-artist-s-fiance.jpg,6,3
Romanticism/francisco-goya_the-fight-at-the-venta-nueva-1777.jpg,2,23
Northern_Renaissance/lucas-cranach-the-elder_the-ten-commandments.jpg,7,17
Impressionism/alfred-sisley_countryside-near-moret-1885.jpg,4,12
Baroque/hercules-seghers_a-river-valley-with-a-group-of-houses-1625.jpg,4,4
